Name,Geber,Art,NJahr,Anschrift,Politikbereich,Zweck,Betrag
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Beschäftigungstrainer II agens 2019,158626
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,"Datenerhebungen zum Thema Gesundheit, Kultur und Sport",87301
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Digitalisierung historischer IHK Akten,50492
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Digitalisierung von Fotonachlassen,48278
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Freizeitangebote und Seniorenbesuchsdienst,39218
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Gepflegte Friedhöfe in Mitte,101049
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Gepflegte Friedhofsanlagen in Reinickendorf,119392
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Interkulturelle Sprachmittlung und Begleitdienst,48893
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Naturschutz und saubere Gewässer,86376
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Saubere Friedhöfe und Spielplätze,48943
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Saubere Grünanlagen,124887
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Soziales Schreibbüro,72664
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Vorlesedienst in Mitte,107272
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Vorleseservice für Senioren in Reinickendorf,26271
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Ausstellungs- und Veranstaltungshelfer,381012
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Begleitservice und Freizeitangebote für Senioren in Charlottenburg-Wilmersdorf,447481
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Begleitservice und Freizeitangebote für Senioren in Spandau,149245
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Datenerhebungen - Barrierefreiheit in Pankow,235154
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Datenerhebungen - Barrierefreiheit in Treptow-Köpenick,72616
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Erfassung und Aufbereitung historischer Dokumente - Landesarchiv Berlin,808248
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Erfassung und Aufbereitung historischer Dokumente - Landesarchiv Berlin 2,845813
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Erfassung und Aufbereitung historischer Dokumente - Landesarchiv Berlin 3,630880
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Erfassung und Aufbereitung historischer Dokumente - Landesarchiv Berlin 4,775287
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Erfassung und Aufbereitung historischer Dokumente - Zitadelle Spandau,250888
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Erfassung und Aufbereitung historischer Dokumente in Charlottenburg-Wilmersdorf,256512
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Gepflegte Grünanlagen im Freizeitpark,547550
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Gepflegte Grünanlagen in Mitte,300742
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Gepflegte Grünanlagen in Reinickendorf,526249
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,"Gepflegte Grünanlagen, Friedhöfe und Spielplätze",675258
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Jugendverkehrsschulen,442426
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Mobiles soziales Schreibbüro in Charlottenburg-Wilmersdorf,275683
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Naturschutz an Gewässern und im Straßenbegleitgrün,554484
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Soziales Schreibbüro in Mitte,194461
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Soziales Schreibbüro in Tempelhof-Schöneberg,538638
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Sozialwerkstatt und Mobiles Handwerk Spandau,360896
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Vorlesedienste für Mobilitätseingeschränkte und Senioren,196594
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Vorlesedienste in Mitte,279026
agens Arbeitsmarktservice gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Tempelhofer Damm 125, 12099 Berlin",Arbeit,Waldpflege - Naherholungsgebiete in Pankow,292259
agens Arbietsmarktservice gGmbH,Bezirksamt Charlottenburg-Wilmersdorf,Projektförderung,2018,"Tempelhofer Damm 125, 12099 Berlin",Integration,Unterstützung geflüchteter Kinder in den Jugendverkehrsschulen,39618
Agentur für Bildung,Beauftragte/r für Datenschutz und Informationsfreiheit,Projektförderung,2019,"Dieffenbachstraße 76, 10967 Berlin",Bildung,Zeitzeug*innen-Interviews Lernort Keibelstraße,35196
Agentur für Bildung,Beauftragte/r für Datenschutz und Informationsfreiheit,Projektförderung,2020,"Dieffenbachstraße 76, 10967 Berlin",Bildung,Ausbau der Lernmodule am Lernort Keibelstraße,30845
"Agentur für Bildung - Geschichte, Politik und Medien e. V.","Senatsverwaltung für Bildung, Jugend und Familie",Projektförderung,2019,"Dieffenbachstraße 76, 10967 Berlin",Bildung,"""Anders Leben. Ein Werkstattgespräch zu nichtkonformen Lebensentwürfen und Kriminalisierung von Frauen in der DDR""",1920
"Agentur für Bildung - Geschichte, Politik und Medien e. V.","Senatsverwaltung für Bildung, Jugend und Familie",Projektförderung,2019,"Dieffenbachstraße 76, 10967 Berlin",Bildung,"""Sinti und Roma in Berlin-Präsenz, Diskriminierung und Verfolgung""",3554
"Agentur für Bildung - Geschichte, Politik und Medien e. V.","Senatsverwaltung für Bildung, Jugend und Familie",Projektförderung,2019,"Dieffenbachstraße 76, 10967 Berlin",Bildung,Lernort Keibelstraße,186769
"Agentur für Bildung - Geschichte, Politik und Medien e. V.","Senatsverwaltung für Bildung, Jugend und Familie",Projektförderung,2020,"Dieffenbachstraße 76, 10967 Berlin",Bildung,Kolonialismus-Aufarbeitung und Erinnerung in Berlin,3674
"Agentur für Bildung - Geschichte, Politik und Medien e. V.","Senatsverwaltung für Bildung, Jugend und Familie",Projektförderung,2020,"Dieffenbachstraße 76, 10967 Berlin",Bildung,Lernort Keibelstraße 2020,191032
"Agentur für Bildung - Geschichte, Politik und Medien e. V.","Senatsverwaltung für Bildung, Jugend und Familie",Projektförderung,2020,"Dieffenbachstraße 76, 10967 Berlin",Bildung,"Werkstattgespräch ""Weibliche Devianzen in jugendlichen Subkulturen""",3665
"Agentur für Bildung - Geschichte, Politik und Medien e. V.","Senatsverwaltung für Justiz, Verbraucherschutz und Antidiskriminierung",Projektförderung,2018,"Dieffenbachstraße 76, 10967 Berlin",Antidiskriminierung,Webbasiertes Quellen-Informations-Portal zur LSBTI-Geschichte,9257
"Agentur für Bildung – Geschichte, Politik und Medien e. V.","Senatsverwaltung für Bildung, Jugend und Familie",Projektförderung,2018,"Dieffenbachstraße 76, 10967 Berlin",Bildung,Lernort „ehemaliges Polizeigefängnis Keibelstraße“ 2018,183300
"Agentur für Bildung-Geschichte, Politik und Medien e. V.","Senatsverwaltung für Bildung, Jugend und Familie",Projektförderung,2017,"Dieffenbachstraße 76, 10967 Berlin",Bildung,"Die Aktualität von Antiziganismus. Stereotype, Problemlagen und Gegenmaßnahmen",3554
"Agentur für Bildung-Geschichte, Politik und Medien e. V.","Senatsverwaltung für Bildung, Jugend und Familie",Projektförderung,2017,"Dieffenbachstraße 76, 10967 Berlin",Bildung,Queer History Month 2017,10000
"Agentur für Bildung-Geschichte, Politik und Medien e. V.","Senatsverwaltung für Bildung, Jugend und Wissenschaft",Projektförderung,2016,"Dieffenbachstraße 76, 10967 Berlin",Bildung,Queer History Month,10500
"Agentur für Bildung-Geschichte, Politik und Medien e. V.",Senatsverwaltung für Kultur und Europa,Projektförderung,2020,"Dieffenbachstraße 76, 10967 Berlin",Kultur,Inhaltliche Erweiterung der Ausstellung im Lernort Keibelstraße,9000
agenturfuerkrankemedien GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2017,"Mahlower Straße 23/24, 12049 Berlin",Wirtschaft,Coaching,3240
agenturfuerkrankemedien GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2018,"Mahlower Straße 23/24, 12049 Berlin",Wirtschaft,Coaching_1,3240
agenturfuerkrankemedien GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2018,"Mahlower Strasse 23/24, 12049 Berlin",Wirtschaft,Coaching_2,2880
agenturfuerkrankemedien GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Mahlower Straße 23/24, 12049 Berlin",Wirtschaft,Coaching,3800
agenturfuerkrankemedien GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Mahlower Straße 23/24, 12049 Berlin",Wirtschaft,Coaching1,3800
agenturfuerkrankemedien GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Mahlower Straße 23/24, 12049 Berlin",Wirtschaft,Coaching2,3800
AgenturWebfox GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Einsteinufer 63-65, 10587 Berlin",Wirtschaft,Elektrofahrzeug,4000
aggreda GmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2017,"Allee der Kosmonauten 28, 12681 Berlin",Arbeit,Lohnkostenzuschuss für aggreda GmbH,2584
agitPolska - Polnisch-Deutsche Initiative für Kulturkooperation,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2019,"Böcklinstraße 10, 10245 Berlin",Integration,SeiFit Förderung der polnischen Community in Berlin zur erfolgreichen Integration am Arbeitsmarkt und mehr politische Partizipation in der Gesellschaft,50000
agitPolska - Polnisch-Deutsche Initiative für Kulturkooperation,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Mehringplatz 8, 10969 Berlin",Integration,Partizipations- und Integrationsprogramm,43174
agitPolska - Polnisch-Deutsche Initiative für Kulturkooperation e. V.,"Senatsverwaltung für Bildung, Jugend und Familie",Projektförderung,2019,"Mehringplatz 8, 10969 Berlin",Bildung,"""PolMotion-Bewegung der polnischen Frauen-Mikroprojekte und Workshops""",5000
agitPolska - Polnisch-Deutsche Initiative für Kulturkooperation e. V.,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2018,"Böcklinstraße 10, 10245 Berlin",Integration,Seit Fit! Förderung der polnischen Community in Berlin zur erfolgreichen Integration am Arbeitsmarkt und zu mehr poltische Partizipation in der Gesellschaft,41500
agitPolska - Polnisch-Deutsche Initiative für Kulturkooperation e. V.,Senatsverwaltung für Kultur und Europa,Projektförderung,2018,"Mehringdamm 61, 10245 Berlin",Kultur,Fellowship-Programm Weltoffenes Berlin,20000
agitPolska-Polnisch-Deutsche Initiative für Kulturkooperation e. V.,"Senatsverwaltung für Bildung, Jugend und Familie",Projektförderung,2018,"Böcklinstraße 10, 10245 Berlin",Bildung,Democratic Meme Factory,5000
agitPolska-Polnisch-Deutsche Initiative für Kulturkooperation e. V.,"Senatsverwaltung für Bildung, Jugend und Familie",Projektförderung,2018,"Böcklinstraße 10, 10245 Berlin",Bildung,PolMotion - Bewegung der polnischen Frauen,5500
AGORA Collective e. V.,Senatsverwaltung für Kultur und Europa,Projektförderung,2018,"Boddinstraße 16, 12053 Berlin",Kultur,Bestandsoptimierungsprogramm - anteilige Miete,6358
AGORA Collective e. V.,Senatsverwaltung für Kultur und Europa,Projektförderung,2018,"Mariannenplatz 2, 10997 Berlin",Kultur,"Durchführung eines Projekts zur beruflichen Beratung, Unterstützung und Vernetzung von Professionellen Kunst-, Medien und Kulturschaffenden",9380
AGORA Collective e. V.,Senatsverwaltung für Kultur und Europa,Projektförderung,2019,"Weserstraße 40, 12045 Berlin",Kultur,Fellowship-Programm Weltoffenes Berlin,12454
Agrarbörse Deutschland Ost,Senatsverwaltung für Stadtentwicklung und Wohnen,Projektförderung,2020,"Eichenstraße 2, 12435 Berlin",Stadtentwicklung,NATÜRliche Nachbarn,51455
AGRARBÖRSE Deutschland Ost e. V.,Bezirksamt Lichtenberg,Projektförderung,2016,"Eichenstraße 2, 12435 Berlin",Integration,Du und ich Aufbruch in eine neue Zeit,17250
AGRARBÖRSE Deutschland Ost e. V.,Bezirksamt Lichtenberg,Projektförderung,2016,"Eichenstraße 2, 12435 Berlin",Umwelt,naturnahe Pflege und Umweltbildung Landschaftspark Herzberge,30000
AGRARBÖRSE Deutschland Ost e. V.,Bezirksamt Lichtenberg,Projektförderung,2017,"Eichenstraße 2, 12435 Berlin",Integration,Du und ich Aufbruch in eine neue Zeit,89110
AGRARBÖRSE Deutschland Ost e. V.,Bezirksamt Lichtenberg,Projektförderung,2017,"Eichenstraße 2, 12435 Berlin",Umwelt,naturnahe Pflege und Umweltbildung Landschaftspark Herzberge,30000
AGRARBÖRSE Deutschland Ost e. V.,Bezirksamt Lichtenberg,Projektförderung,2018,"Eichenstraße 2, 12435 Berlin",Integration,Du und ich Aufbruch in eine neue Zeit,35000
AGRARBÖRSE Deutschland Ost e. V.,Bezirksamt Lichtenberg,Projektförderung,2018,"Eichenstraße 2, 12435 Berlin",Umwelt,naturnahe Pflege und Umweltbildung Landschaftspark Herzberge,60000
AGRARBÖRSE Deutschland Ost e. V.,Bezirksamt Lichtenberg,Projektförderung,2019,"Eichenstraße 2, 12435 Berlin",Umwelt,naturnahe Pflege und Umweltbildung Landschaftspark Herzberge,60000
AGRARBÖRSE Deutschland Ost e. V.,Bezirksamt Lichtenberg,Projektförderung,2020,"Eichenstraße 2, 12435 Berlin",Umwelt,naturnahe Pflege und Umweltbildung Landschaftspark Herzberge,33100
AGRARBÖRSE Deutschland Ost e. V.,Bezirksamt Marzahn-Hellersdorf,Projektförderung,2016,"Eichenstraße 2, 12435 Berlin",Integration,Effekt Treibhaus / Chancen für ALLE,1200
AGRARBÖRSE Deutschland Ost e. V.,Bezirksamt Marzahn-Hellersdorf,Projektförderung,2016,"Eichenstraße 2, 12435 Berlin",Jugend,Interkulturelle Begegnungen - Zukunft Mensch,4000
AGRARBÖRSE Deutschland Ost e. V.,Bezirksamt Marzahn-Hellersdorf,Projektförderung,2016,"Eichenstraße 2, 12435 Berlin",Jugend,Jugendarbeit in der JFE Treibhaus,9527
AGRARBÖRSE Deutschland Ost e. V.,Bezirksamt Marzahn-Hellersdorf,Projektförderung,2016,"Eichenstraße 2, 12435 Berlin",Kultur,Entwicklung und Weiterführung kultureller Veranstaltungen auf dem KulturGut Marzahn,35000
AGRARBÖRSE Deutschland Ost e. V.,Bezirksamt Marzahn-Hellersdorf,Projektförderung,2016,"Eichenstraße 2, 12435 Berlin",Kultur,Geschichte des Kunsthauses Flora,3000
AGRARBÖRSE Deutschland Ost e. V.,Bezirksamt Marzahn-Hellersdorf,Projektförderung,2016,"Eichenstraße 2, 12435 Berlin",Kultur,Kulturelle Höhepunkte auf den KulturGut im Dorf Marzahn- 14 Kulturveranstaltungen,15984
AGRARBÖRSE Deutschland Ost e. V.,Bezirksamt Marzahn-Hellersdorf,Projektförderung,2016,"Eichenstraße 2, 12435 Berlin",Kultur,Kunsthaus Flora - Kulturelle Angebote im Grünen,7000
AGRARBÖRSE Deutschland Ost e. V.,Bezirksamt Marzahn-Hellersdorf,Projektförderung,2016,"Eichenstraße 2, 12435 Berlin",Kultur,Sicherung und Weiterführung kultureller Veranstaltung im Kunsthaus Flora in 2016,20000
AGRARBÖRSE Deutschland Ost e. V.,Bezirksamt Marzahn-Hellersdorf,Projektförderung,2016,"Eichenstraße 2, 12435 Berlin",Stadtentwicklung,So gesund isst unser Kiez,9000
AGRARBÖRSE Deutschland Ost e. V.,Bezirksamt Marzahn-Hellersdorf,Projektförderung,2016,"Eichenstraße 2, 12435 Berlin",Stadtentwicklung,"Stabilisierung des Gartens der Begegnung ""Miteinander im Grünen""",19000
